name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
FENGYUN 1C DEB	33718	U	99025DHF	2022	92.2248434	2.81E-05	0	0.0018881	999	99.7285	75.5793	0.0112895	26.546	334.1423	13.98453768	74437	23:46.5
FENGYUN 1C DEB	33719	U	99025DHG	2022	92.38796566	7.80E-06	0	0.00041594	999	98.8942	140.4577	0.003224	352.2309	74.3431	14.16034504	72860	18:40.2
FENGYUN 1C DEB	33720	U	99025DHH	2022	90.9752576	1.34E-05	0	0.00047468	999	98.3272	129.5405	0.0091612	160.7471	317.0166	14.33874865	73942	24:22.3
FENGYUN 1C DEB	33721	U	99025DHJ	2022	92.35063035	6.20E-05	0	0.0010079	999	98.8464	123.8789	0.0126945	324.7461	34.5391	14.66225598	77738	24:54.5
FENGYUN 1C DEB	33722	U	99025DHK	2022	92.81197489	1.16E-05	0	0.00053836	999	98.6858	129.0061	0.0171976	178.0884	182.0985	14.15121549	73018	29:14.6
FENGYUN 1C DEB	33723	U	99025DHL	2022	91.93891469	3.23E-05	0	0.0020556	999	99.2244	136.5698	0.0121991	119.5104	3.158	14.00831131	44640	32:02.2
FENGYUN 1C DEB	33724	U	99025DHM	2022	93.05029931	7.72E-06	0	0.00041167	999	98.6964	123.9829	0.0030463	102.8998	285.5582	14.15950079	75619	12:25.9
FENGYUN 1C DEB	33726	U	99025DHP	2022	92.72871646	6.24E-06	0	0.00031182	999	98.4749	261.7059	0.0201423	288.8826	81.8756	14.10163605	72881	29:21.1
FENGYUN 1C DEB	33727	U	99025DHQ	2022	82.19883919	0.00017918	0	0.0028752	999	99.7591	227.827	0.0027574	85.4884	274.9466	14.71481968	43732	46:19.7
FENGYUN 1C DEB	33728	U	99025DHR	2022	92.88884553	3.55E-05	0	0.00041574	999	98.9867	331.2174	0.020381	150.6038	272.7719	14.72038763	78325	19:56.3
FENGYUN 1C DEB	33730	U	99025DHT	2022	91.56610559	4.93E-05	0	0.0016119	999	99.0373	34.1643	0.0064019	83.2434	277.603	14.37811028	76122	35:11.5
FENGYUN 1C DEB	33731	U	99025DHU	2022	92.72539403	2.51E-05	0	0.0019758	999	99.4218	74.4697	0.0143411	80.0416	281.6892	13.87972042	71677	24:34.0
FENGYUN 1C DEB	33733	U	99025DHW	2022	90.02500727	4.47E-05	0	0.002515	999	99.1475	124.315	0.0107726	40.9838	350.2751	14.08089031	71287	36:00.6
FENGYUN 1C DEB	33734	U	99025DHX	2022	92.027355	4.96E-05	0	0.0021974	999	98.8966	190.2873	0.0126809	236.2759	122.6278	14.19390559	71487	39:23.5
FENGYUN 1C DEB	33735	U	99025DHY	2022	92.53952369	0.00014637	0	0.0053111	999	98.9519	209.5201	0.0030238	145.4988	214.8165	14.33149528	45254	56:54.8
FENGYUN 1C DEB	33736	U	99025DHZ	2022	90.79773191	0.00012015	0	0.0032893	999	99.6998	93.3978	0.0044877	354.1986	5.8677	14.46746388	72656	08:44.0
FENGYUN 1C DEB	33737	U	99025DJA	2022	92.71306286	1.51E-05	0	0.001024	999	98.4437	19.9495	0.0139266	114.5783	308.0405	13.96781302	69856	06:48.6
FENGYUN 1C DEB	33738	U	99025DJB	2022	92.89325692	7.05E-06	0	0.00046985	999	99.2967	131.1835	0.0196588	109.9994	64.1458	13.95391387	70386	26:17.4
FENGYUN 1C DEB	33739	U	99025DJC	2022	92.52627503	0.00024252	0	0.0043944	999	98.9794	116.1011	0.0055705	45.743	314.8323	14.65258705	72984	37:50.2
FENGYUN 1C DEB	33740	U	99025DJD	2022	92.90037326	1.53E-06	0	0.00010874	999	98.7979	125.1036	0.000217	55.9623	304.1754	14.11264142	71100	36:32.2
FENGYUN 1C DEB	33741	U	99025DJE	2022	91.90524119	2.70E-05	0	0.0018379	999	98.5395	72.4783	0.0145046	284.6644	73.8478	13.95720955	38086	43:32.8
FENGYUN 1C DEB	33745	U	99025DJJ	2022	90.39305497	2.39E-05	0	0.0013263	999	99.1285	76.6506	0.0064627	125.3616	235.3617	14.11040979	70062	25:59.9
FENGYUN 1C DEB	33747	U	99025DJL	2022	86.94959779	2.15E-05	0	0.0013362	999	99.1387	150.0249	0.0105925	50.2959	310.7488	14.03391667	71038	47:25.2
FENGYUN 1C DEB	33748	U	99025DJM	2022	92.35277499	1.95E-05	0	0.00088687	999	98.7032	144.2197	0.0043481	219.3671	140.4344	14.22281027	72141	27:59.8
NSS 9	33749	U	09008A	2022	92.69437372	6.20E-07	0	0	999	0.0463	57.3516	0.0002123	304.8812	261.7991	1.00272993	4812	39:53.9
EUTE 33E	33750	U	09008B	2022	92.84493726	1.46E-06	0	0	999	0.0605	12.8735	0.0003943	356.6801	158.8458	1.00270815	4804	16:42.6
SPIRALE A	33751	U	09008C	2022	92.74138947	1.68E-06	0	0.00096948	999	2.0646	327.4265	0.542032	102.6874	320.0902	4.5883244	19133	47:36.0
SPIRALE B	33752	U	09008D	2022	92.65649281	0.00010117	0	0.0023491	999	1.7523	160.5307	0.6877396	65.0657	349.5538	2.80384208	12294	45:21.0
ARIANE 5 R/B	33754	U	09008F	2022	92.90625838	3.61E-05	0	0.0015814	999	2.4536	15.9727	0.716767	344.6758	1.8615	2.41160706	11263	45:00.7
COSMOS 2251 DEB	33757	U	93036E	2022	92.91993902	7.80E-07	0	3.86E-05	999	74.0346	266.6282	0.0015965	252.6301	219.1583	14.32077973	68670	04:42.7
COSMOS 2251 DEB	33758	U	93036F	2022	93.04078233	2.75E-05	0	0.00088503	999	74.0355	207.8649	0.0021772	246.3048	288.5062	14.39559652	68871	58:43.6
COSMOS 2251 DEB	33759	U	93036G	2022	92.71323097	8.18E-05	0	0.0020001	999	74.0182	96.4354	0.0024121	188.2958	289.2412	14.5248057	69207	07:03.2
COSMOS 2251 DEB	33760	U	93036H	2022	92.84598299	2.61E-06	0	0.00010205	999	74.0318	235.9132	0.0021626	303.0873	169.2782	14.34376789	68762	18:12.9
COSMOS 2251 DEB	33761	U	93036J	2022	92.79831958	1.34E-05	0	0.00045827	999	74.0387	223.5658	0.0025651	277.5179	201.7774	14.3694224	68812	09:34.8
COSMOS 2251 DEB	33762	U	93036K	2022	92.92961433	1.10E-06	0	4.98E-05	999	74.0401	256.335	0.0016468	290.3948	189.6616	14.33033032	68708	18:38.7
COSMOS 2251 DEB	33763	U	93036L	2022	92.80993161	0.00019834	0	0.0036489	999	73.9328	344.3398	0.0014712	86.1333	338.1197	14.65501552	69437	26:18.1
COSMOS 2251 DEB	33764	U	93036M	2022	92.85463774	1.01E-05	0	0.00035863	999	74.0348	235.8128	0.0024459	170.3351	303.0125	14.354571	68764	30:40.7
COSMOS 2251 DEB	33765	U	93036N	2022	92.7434984	6.67E-05	0	0.001122	999	74.018	308.1256	0.0156792	23.0529	50.4208	14.61944296	69674	50:38.3
COSMOS 2251 DEB	33766	U	93036P	2022	92.91547363	1.28E-05	0	0.00049902	999	74.1895	52.8774	0.0070325	276.4385	82.876	14.29265459	68428	58:16.9
COSMOS 2251 DEB	33768	U	93036R	2022	92.84079038	3.70E-06	0	0.00035566	999	74.0701	234.312	0.0374037	331.6133	137.8278	13.56304508	64980	10:44.3
COSMOS 2251 DEB	33770	U	93036T	2022	92.93063891	0.00013416	0	0.0027677	999	74.0345	28.3337	0.0028023	79.0741	346.7278	14.60215244	69379	20:07.2
IRIDIUM 33 DEB	33773	U	97051L	2022	92.87243744	1.09E-05	0	0.000349	999	86.3971	269.8511	0.0009495	285.2154	74.7994	14.38800408	68912	56:18.6
IRIDIUM 33 DEB	33775	U	97051N	2022	92.90585462	7.68E-06	0	0.00025955	999	86.3636	262.1118	0.0011885	284.4919	192.4892	14.3561537	68740	44:25.8
IRIDIUM 33 DEB	33776	U	97051P	2022	92.77853649	8.54E-06	0	0.00029677	999	86.3998	285.3266	0.0012881	300.9971	69.913	14.34391442	68708	41:05.6
IRIDIUM 33 DEB	33777	U	97051Q	2022	92.89697888	3.19E-05	0	0.00095069	999	86.381	254.3153	0.0013266	81.5199	278.7505	14.4277447	69001	31:39.0
COSMOS 2251 DEB	33779	U	93036U	2022	92.75763201	4.24E-05	0	0.0012588	999	74.0506	198.3046	0.0031014	219.8098	263.7204	14.43258307	68914	10:59.4
COSMOS 2251 DEB	33782	U	93036X	2022	92.82437635	1.13E-05	0	0.00039985	999	74.0345	242.2445	0.0023175	280.4423	197.541	14.35406597	68728	47:06.1
COSMOS 2251 DEB	33784	U	93036Z	2022	92.87617844	6.02E-05	0	0.0010408	999	74.1993	317.7611	0.0055107	203.8174	286.0417	14.67573081	69990	01:41.8
COSMOS 2251 DEB	33785	U	93036AA	2022	92.8161825	4.43E-05	0	0.0013207	999	73.8804	113.9731	0.0032268	333.3205	201.0751	14.43028474	68894	35:18.2
COSMOS 2251 DEB	33789	U	93036AE	2022	93.09937237	7.77E-06	0	0.00054957	999	74.0659	211.5559	0.024818	279.5518	258.9821	13.85803182	66388	23:05.8
COSMOS 2251 DEB	33791	U	93036AG	2022	92.85960163	1.88E-05	0	0.00067171	999	74.178	342.7271	0.0034306	194.9526	245.7133	14.34477076	68648	37:49.6
COSMOS 2251 DEB	33792	U	93036AH	2022	92.81176267	3.59E-06	0	0.00038166	999	73.9033	334.802	0.0438956	280.0847	147.5975	13.42637644	64305	28:56.3
COSMOS 2251 DEB	33793	U	93036AJ	2022	92.68978544	1.26E-05	0	0.00056879	999	73.9847	68.0892	0.0086048	163.0829	11.724	14.2109162	67990	33:17.5
COSMOS 2251 DEB	33795	U	93036AL	2022	92.78504792	5.87E-05	0	0.0010101	999	74.047	215.5277	0.0075948	293.8262	184.183	14.66923003	70050	50:28.1
COSMOS 2251 DEB	33796	U	93036AM	2022	93.1252018	0.00057815	0	0.0084691	999	74.01	88.111	0.0032528	70.3646	290.1034	14.74919898	69264	00:17.4
COSMOS 2251 DEB	33797	U	93036AN	2022	92.7056963	1.66E-05	0	0.00042643	999	74.0497	60.203	0.007185	131.5907	356.7214	14.49340671	69378	56:12.2
COSMOS 2251 DEB	33798	U	93036AP	2022	93.15527973	3.78E-06	0	0.00011657	999	74.0286	124.2026	0.0095874	216.772	199.161	14.42286248	69137	43:36.2
COSMOS 2251 DEB	33799	U	93036AQ	2022	92.88571966	4.64E-05	0	0.0012501	999	74.0417	132.9358	0.004671	186.7515	228.3331	14.47606336	69126	15:26.2
COSMOS 2251 DEB	33804	U	93036AV	2022	92.40257335	0.00018629	0	0.0021577	999	74.0187	89.475	0.004907	184.9228	175.1475	14.84579381	70418	39:42.3
COSMOS 2251 DEB	33805	U	93036AW	2022	92.81189454	9.45E-06	0	0.00023047	999	74.0341	347.3366	0.0066268	153.8377	206.6159	14.5278766	69594	29:07.7
COSMOS 2251 DEB	33806	U	93036AX	2022	92.960075	0.0001386	0	0.0021633	999	74.083	265.6223	0.0052575	262.267	219.3353	14.71959376	69969	02:30.5
COSMOS 2251 DEB	33811	U	93036BC	2022	92.81270464	5.38E-05	0	0.00094179	999	73.8519	112.6032	0.0064775	119.6777	52.6003	14.6669586	70047	30:17.7
COSMOS 2251 DEB	33812	U	93036BD	2022	92.94410038	0.00156092	0	0.0039471	999	73.9763	229.8438	0.0058682	250.4987	108.9875	15.37342248	71093	39:30.3
COSMOS 2251 DEB	33813	U	93036BE	2022	93.19874088	5.27E-05	0	0.00073189	999	74.0462	118.4247	0.0091337	178.413	257.4556	14.75280272	70378	46:11.2
COSMOS 2251 DEB	33815	U	93036BG	2022	93.18865877	6.95E-05	0	0.0021588	999	73.9864	244.901	0.0052752	282.6353	131.7763	14.40440187	68670	31:40.1
COSMOS 2251 DEB	33816	U	93036BH	2022	92.76658284	1.05E-05	0	0.00079849	999	73.8971	226.8658	0.0274139	134.0078	228.3998	13.78666208	66050	23:52.8
COSMOS 2251 DEB	33817	U	93036BJ	2022	92.71002245	0.00010054	0	0.0015923	999	74.0706	206.9786	0.0056341	276.7853	82.691	14.71254323	70134	02:25.9
COSMOS 2251 DEB	33818	U	93036BK	2022	92.88810198	4.71E-05	0	0.00087512	999	74.097	293.1496	0.0072766	299.1758	173.3933	14.63727645	69904	18:52.0
COSMOS 2251 DEB	33819	U	93036BL	2022	93.21990715	1.57E-05	0	0.0006487	999	74.1805	114.2425	0.009859	350.8458	82.3599	14.25002064	68230	16:40.0
COSMOS 2251 DEB	33821	U	93036BN	2022	92.8112509	8.48E-05	0	0.0009164	999	74.0561	354.5447	0.0122263	35.6882	28.8207	14.83054451	54795	28:12.1
COSMOS 2251 DEB	33822	U	93036BP	2022	92.86675802	3.39E-05	0	0.0019391	999	74.0814	31.8488	0.0175497	47.9585	12.9287	14.02373589	67070	48:07.9
COSMOS 2251 DEB	33823	U	93036BQ	2022	93.17125465	1.15E-05	0	0.00072239	999	73.8146	344.0917	0.0219537	341.4337	184.0539	13.94238311	66779	06:36.4
COSMOS 2251 DEB	33824	U	93036BR	2022	92.88348269	8.89E-05	0	0.0014603	999	74.0206	242.7506	0.0086449	318.3665	164.3534	14.68248534	69923	12:12.9
COSMOS 2251 DEB	33825	U	93036BS	2022	92.69815461	7.11E-05	0	0.0017461	999	73.9941	78.4988	0.0116662	9.4371	164.9428	14.48418382	69220	45:20.6
COSMOS 2251 DEB	33826	U	93036BT	2022	92.81279459	4.15E-05	0	0.001481	999	74.0693	16.2249	0.0114761	44.2824	11.9716	14.30792457	68352	30:25.5
COSMOS 2251 DEB	33828	U	93036BV	2022	92.76401531	1.42E-05	0	0.00047187	999	74.0501	213.9839	0.0032787	264.2288	206.2505	14.3823627	68870	20:10.9
COSMOS 2251 DEB	33830	U	93036BX	2022	92.8929205	3.21E-05	0	0.00067912	999	74.0409	309.9837	0.0057392	56.3723	313.9478	14.58621293	69694	25:48.3
COSMOS 2251 DEB	33832	U	93036BZ	2022	92.75835088	4.78E-05	0	0.0014742	999	74.0622	217.0914	0.0035977	231.2799	250.7386	14.41285867	68873	12:01.5
COSMOS 2251 DEB	33834	U	93036CB	2022	92.70689356	0.00010061	0	0.0015297	999	74.0751	185.3002	0.0061459	239.0968	242.0213	14.72809379	70192	57:55.6
COSMOS 2251 DEB	33835	U	93036CC	2022	92.81712336	2.41E-05	0	0.0006516	999	74.0625	124.5016	0.0074941	166.8952	8.2324	14.46681287	69183	36:39.5
COSMOS 2251 DEB	33836	U	93036CD	2022	92.84368612	3.82E-05	0	0.00086605	999	74.0078	340.4089	0.0036419	164.8653	272.2178	14.55999253	44322	14:54.5
COSMOS 2251 DEB	33837	U	93036CE	2022	92.60408441	9.60E-06	0	0.00027247	999	74.0133	67.3071	0.0038139	256.2607	103.4305	14.46427369	69250	29:52.9
COSMOS 2251 DEB	33838	U	93036CF	2022	92.88208207	1.02E-05	0	0.0003151	999	74.039	143.8631	0.0030976	239.968	295.9936	14.42520869	69071	10:11.9
COSMOS 2251 DEB	33839	U	93036CG	2022	92.60301719	9.45E-06	0	0.00019697	999	74.0401	267.1788	0.0092685	4.1722	62.6845	14.58781012	69860	28:20.7
COSMOS 2251 DEB	33841	U	93036CJ	2022	92.82711543	6.32E-06	0	0.0002301	999	74.0382	237.0271	0.0022384	290.2619	191.3351	14.3509329	68733	51:02.8
COSMOS 2251 DEB	33842	U	93036CK	2022	92.69221057	9.52E-06	0	0.00031614	999	74.0368	195.3896	0.0051236	274.2585	85.2715	14.3837765	68901	36:47.0
COSMOS 2251 DEB	33843	U	93036CL	2022	92.85446246	8.92E-05	0	0.0014919	999	73.9874	35.242	0.0195611	153.317	207.8226	14.5803667	69308	30:25.6
COSMOS 2251 DEB	33844	U	93036CM	2022	92.85960765	8.64E-06	0	0.0003455	999	74.0698	346.6198	0.0052009	346.7006	87.5977	14.29149453	68415	37:50.1
COSMOS 2251 DEB	33845	U	93036CN	2022	93.20021882	0.00139129	0	0.011062	999	74.0347	253.6542	0.00173	245.5359	114.4023	14.99561525	69922	48:18.9
COSMOS 2251 DEB	33848	U	93036CR	2022	92.89068477	2.23E-05	0	0.00082749	999	74.0366	320.078	0.0052271	348.0962	21.3067	14.31989799	68442	22:35.2
IRIDIUM 33 DEB	33849	U	97051S	2022	92.57070685	0.00029457	0	0.0061309	999	86.0915	119.1919	0.0077636	345.0252	14.8657	14.57984361	68717	41:49.1
IRIDIUM 33 DEB	33850	U	97051T	2022	92.89656937	1.01E-05	0	0.00033999	999	86.3432	246.9437	0.0009832	281.7466	192.2971	14.36330545	68743	31:03.6
IRIDIUM 33 DEB	33853	U	97051W	2022	92.83868404	9.44E-06	0	0.00058866	999	86.0056	216.8722	0.0232499	28.6644	93.5463	13.91392303	66531	07:42.3
IRIDIUM 33 DEB	33854	U	97051X	2022	93.09153251	0.00014442	0	0.0023662	999	86.2191	109.3055	0.0008368	6.6789	54.278	14.70649032	69775	11:48.4
IRIDIUM 33 DEB	33855	U	97051Y	2022	90.83172802	0.1577595	0	0.06722	999	86.1495	244.8669	0.0024426	314.8177	45.1112	15.79557923	51403	57:41.3
IRIDIUM 33 DEB	33859	U	97051AC	2022	92.8953258	6.71E-05	0	0.0019385	999	86.3407	244.1585	0.0049539	261.1799	98.379	14.43740165	68781	29:16.1
IRIDIUM 33 DEB	33860	U	97051AD	2022	92.89167941	3.31E-05	0	0.00091884	999	86.3906	251.2123	0.0014667	183.2482	298.4568	14.46172507	69104	24:01.1
IRIDIUM 33 DEB	33862	U	97051AF	2022	92.8955088	1.63E-05	0	0.00042602	999	86.4113	259.395	0.0061822	312.0796	164.4234	14.47746827	69181	29:32.0
IRIDIUM 33 DEB	33864	U	97051AH	2022	92.49591999	5.26E-05	0	0.0012663	999	86.2813	178.0186	0.0010699	120.5986	252.3063	14.53093795	69221	54:07.5
IRIDIUM 33 DEB	33865	U	97051AJ	2022	93.03910058	0.00028012	0	0.0042394	999	86.3496	191.4685	0.0035567	236.1825	299.4504	14.73642748	69630	56:18.3
IRIDIUM 33 DEB	33866	U	97051AK	2022	92.83801376	1.43E-05	0	0.00067261	999	86.3022	298.2413	0.0130703	133.2542	240.4231	14.14964893	67661	06:44.4
IRIDIUM 33 DEB	33867	U	97051AL	2022	92.8709515	5.18E-05	0	0.0011056	999	86.4195	235.3132	0.0025059	48.7766	311.5598	14.58521324	69556	54:10.2
IRIDIUM 33 DEB	33869	U	97051AN	2022	92.52208395	0.00016754	0	0.0043728	999	86.3484	271.7884	0.0071925	352.8799	7.1375	14.47820657	68596	31:48.1
IRIDIUM 33 DEB	33870	U	97051AP	2022	92.83247984	1.91E-05	0	0.00064604	999	86.3745	270.9133	0.0022069	311.5871	114.628	14.36167935	68708	58:46.3
IRIDIUM 33 DEB	33873	U	97051AS	2022	92.79819881	0.00015233	0	0.0030775	999	86.3726	212.9807	0.0018477	49.9786	310.3043	14.61199565	69434	09:24.4
IRIDIUM 33 DEB	33874	U	97051AT	2022	92.87529397	8.97E-05	0	0.0030247	999	86.2895	246.6701	0.0066964	141.5923	341.7554	14.35650676	68341	00:25.4
IRIDIUM 33 DEB	33875	U	97051AU	2022	92.84089545	0.00017228	0	0.0025538	999	86.4133	197.8414	0.0031201	139.0616	344.9316	14.74676578	70030	10:53.4
IRIDIUM 33 DEB	33876	U	97051AV	2022	92.97794167	0.00159766	0	0.0098726	999	86.1819	69.0988	0.0014887	111.1635	249.1194	15.09023499	70137	28:14.2
IRIDIUM 33 DEB	33878	U	97051AX	2022	92.8472538	0.00016814	0	0.0041664	999	86.3086	248.4487	0.0103947	354.5355	5.4704	14.48584941	68536	20:02.7
IRIDIUM 33 DEB	33879	U	97051AY	2022	92.97103808	0.00016308	0	0.0019711	999	86.3612	176.8784	0.0041167	67.7032	292.8548	14.83020624	69922	18:17.7
IRIDIUM 33 DEB	33881	U	97051BA	2022	92.88099226	2.71E-05	0	0.0010539	999	86.3862	316.689	0.0084553	270.2454	217.6557	14.27619154	68089	08:37.7
IRIDIUM 33 DEB	33884	U	97051BD	2022	92.8964084	5.08E-05	0	0.0013442	999	86.3802	240.8623	0.0014157	235.1786	256.868	14.48609091	69160	30:49.7
IRIDIUM 33 DEB	33886	U	97051BF	2022	92.88109206	5.41E-06	0	0.00018831	999	86.3786	273.78	0.0013537	341.0536	138.3566	14.33623307	68698	08:46.4
IRIDIUM 33 DEB	33887	U	97051BG	2022	92.8994815	4.69E-06	0	0.00015726	999	86.3088	223.5977	0.0005731	351.996	124.9109	14.35231295	68792	35:15.2
IRIDIUM 33 DEB	33888	U	97051BH	2022	92.87958316	0.00010891	0	0.0030456	999	86.3287	239.1908	0.0039959	262.4074	97.2589	14.45608016	68731	06:36.0
COSMOS 2251 DEB	33890	U	93036CT	2022	93.09478617	7.20E-05	0	0.0015497	999	74.0194	351.0694	0.0045025	96.7135	263.9157	14.58036757	69554	16:29.5
COSMOS 2251 DEB	33892	U	93036CV	2022	92.88030781	1.47E-05	0	0.00068852	999	73.8076	30.2157	0.0124534	299.7157	114.4471	14.17228649	67797	07:38.6
COSMOS 2251 DEB	33893	U	93036CW	2022	92.92195108	0.00028289	0	0.0040886	999	74.0267	58.0477	0.0140057	105.6425	318.0963	14.69524878	69288	07:36.6
COSMOS 2251 DEB	33894	U	93036CX	2022	92.89242647	5.85E-06	0	0.00065134	999	73.766	264.9388	0.0595666	14.6652	347.0899	13.15250687	62925	25:05.6
COSMOS 2251 DEB	33896	U	93036CZ	2022	92.65937796	1.22E-05	0	0.00061401	999	73.7689	73.1698	0.0135396	114.876	359.731	14.12814803	67637	49:30.3
COSMOS 2251 DEB	33899	U	93036DC	2022	93.16824477	1.74E-05	0	0.00046455	999	74.056	109.2823	0.0074966	158.7082	271.1179	14.47368866	69244	02:16.3
COSMOS 2251 DEB	33900	U	93036DD	2022	92.90864252	1.61E-05	0	0.0004129	999	74.023	31.8918	0.0055138	156.0486	265.3337	14.50162843	69423	48:26.7
COSMOS 2251 DEB	33901	U	93036DE	2022	93.0485742	9.71E-05	0	0.0018764	999	73.7892	215.986	0.0113979	234.2283	124.8243	14.59390378	69596	09:56.8
COSMOS 2251 DEB	33905	U	93036DJ	2022	92.89961684	1.59E-05	0	0.0006353	999	73.8865	278.1018	0.0064286	79.6419	37.3401	14.28234937	68375	35:26.9
COSMOS 2251 DEB	33906	U	93036DK	2022	92.83257976	3.29E-05	0	0.0011546	999	74.038	309.983	0.0051301	318.1794	171.4174	14.34694753	68531	58:54.9
COSMOS 2251 DEB	33907	U	93036DL	2022	92.91054352	2.33E-05	0	0.0011578	999	74.078	281.5374	0.0150671	312.6905	161.2959	14.11939443	67426	51:11.0
COSMOS 2251 DEB	33908	U	93036DM	2022	93.19627915	4.10E-05	0	0.0023801	999	73.847	48.166	0.0260608	315.1869	42.8468	13.93489609	66604	42:38.5
COSMOS 2251 DEB	33911	U	93036DQ	2022	92.55438976	5.68E-05	0	0.0016102	999	74.1038	193.7397	0.002292	151.3929	221.8202	14.45583645	69039	18:19.3
COSMOS 2251 DEB	33912	U	93036DR	2022	92.73083837	2.63E-05	0	0.00082467	999	74.0413	186.3832	0.001515	237.9892	242.797	14.41027746	68942	32:24.4
COSMOS 2251 DEB	33913	U	93036DS	2022	93.21979866	1.60E-05	0	0.00049878	999	74.0378	173.861	0.0055399	249.4204	177.9327	14.40851839	68992	16:30.6
COSMOS 2251 DEB	33914	U	93036DT	2022	92.71333017	4.77E-06	0	0.00040583	999	74.0888	75.2168	0.0311325	130.3803	40.1756	13.69457184	65584	07:11.7
COSMOS 2251 DEB	33915	U	93036DU	2022	92.75120847	1.33E-05	0	0.00049594	999	74.0459	334.9512	0.0115287	36.6683	24.9622	14.29370301	68436	01:44.4
COSMOS 2251 DEB	33916	U	93036DV	2022	92.72221132	4.07E-06	0	0.00035536	999	74.0499	94.2985	0.0331032	205.1269	272.7241	13.66507623	65437	19:59.1
COSMOS 2251 DEB	33917	U	93036DW	2022	92.64289514	1.50E-05	0	0.0012594	999	74.1072	165.5665	0.0348966	222.2085	135.1684	13.64208671	65292	25:46.1
COSMOS 2251 DEB	33918	U	93036DX	2022	92.70360105	0.00024304	0	0.0031714	999	74.0597	194.429	0.004944	218.8825	263.9777	14.79579362	70153	53:11.1
COSMOS 2251 DEB	33919	U	93036DY	2022	92.88541806	9.61E-05	0	0.0020441	999	74.0542	27.5547	0.0028421	81.1096	279.3284	14.58871583	69459	15:00.1
COSMOS 2251 DEB	33920	U	93036DZ	2022	92.90602867	3.36E-05	0	0.0011262	999	74.0685	289.4043	0.0051264	283.6096	75.9351	14.36940714	68614	44:40.9
COSMOS 2251 DEB	33921	U	93036EA	2022	92.8686465	0.00184245	0	0.0095616	999	73.9928	119.3309	0.0014825	263.8947	96.0558	15.15122321	70259	50:51.1
COSMOS 2251 DEB	33922	U	93036EB	2022	92.90933556	1.11E-05	0	0.00033572	999	74.0502	143.4719	0.0026829	232.9364	303.4022	14.43157938	69069	49:26.6
COSMOS 2251 DEB	33924	U	93036ED	2022	92.86667496	8.39E-06	0	0.00083388	999	73.9129	274.3485	0.0412414	196.3863	162.3576	13.47635401	64539	48:00.7
COSMOS 2251 DEB	33928	U	93036EH	2022	92.65322894	1.09E-05	0	0.00032206	999	73.9261	64.641	0.0066142	293.4665	65.9548	14.43274364	69143	40:39.0
COSMOS 2251 DEB	33929	U	93036EJ	2022	93.15795144	0.00014321	0	0.0025298	999	74.0326	347.9028	0.0006711	204.9889	279.5032	14.67434038	69597	47:27.0
COSMOS 2251 DEB	33930	U	93036EK	2022	92.65843465	8.60E-05	0	0.0022643	999	74.0281	161.5349	0.0023678	151.2935	324.7365	14.48965359	69012	48:08.8
COSMOS 2251 DEB	33931	U	93036EL	2022	92.88277167	8.70E-05	0	0.0013859	999	74.0262	51.6581	0.0224898	119.2791	243.1058	14.56560055	69323	11:11.5
COSMOS 2251 DEB	33932	U	93036EM	2022	92.88531581	9.26E-06	0	0.00034203	999	74.0338	272.9538	0.0040001	319.9041	39.9159	14.33388242	68626	14:51.3
COSMOS 2251 DEB	33933	U	93036EN	2022	93.16532076	8.52E-06	0	0.00033233	999	74.0926	350.8925	0.0076423	345.3417	14.5515	14.29583037	68481	58:03.7
COSMOS 2251 DEB	33934	U	93036EP	2022	92.52570944	2.15E-05	0	0.00060887	999	74.0412	120.9238	0.0021991	219.1534	140.8035	14.46091019	69150	37:01.3
COSMOS 2251 DEB	33935	U	93036EQ	2022	92.91289846	8.87E-05	0	0.0016542	999	74.0067	285.177	0.0041149	42.0286	318.4026	14.64562155	69729	54:34.4
COSMOS 2251 DEB	33936	U	93036ER	2022	92.7088529	2.52E-05	0	0.00067249	999	74.0224	68.7301	0.0035473	194.4182	165.5969	14.48528173	69277	00:44.9
COSMOS 2251 DEB	33938	U	93036ET	2022	92.71911209	1.52E-05	0	0.0004895	999	74.0501	191.389	0.0019386	250.9282	233.3096	14.39959645	68929	15:31.3
COSMOS 2251 DEB	33939	U	93036EU	2022	92.83922221	5.52E-05	0	0.0015144	999	74.0271	152.4253	0.0019809	193.6298	166.4328	14.47145103	69009	08:28.8
COSMOS 2251 DEB	33940	U	93036EV	2022	92.93362037	2.48E-05	0	0.00073191	999	74.0475	156.9833	0.0017528	213.5433	320.2159	14.4406671	69029	24:24.8
COSMOS 2251 DEB	33942	U	93036EX	2022	92.86457922	6.21E-06	0	0.00022555	999	74.037	234.4387	0.0022164	290.208	184.5589	14.35221507	68752	44:59.6
COSMOS 2251 DEB	33944	U	93036EZ	2022	92.90419235	5.74E-06	0	0.00020076	999	74.0396	263.5507	0.0120506	333.7693	143.3602	14.33514671	68663	42:02.2
COSMOS 2251 DEB	33945	U	93036FA	2022	92.86885682	3.20E-06	0	0.00012595	999	74.0284	256.064	0.0023977	309.4565	50.4464	14.3301344	68683	51:09.2
